x,y
20,316.0759888
20.0000125,326.0746155
20.00001207,336.0732727
20.00001163,346.0718994
20.00001119,356.0705566
20.00001076,366.0691833
20.00001032,376.0678101
20.00000988,386.0664673
20.00000945,396.065094
20.00000901,406.0637512
20.00000857,416.0623779
20.00000813,426.0610352
20.0000077,436.0596619
20.00000726,446.0582886
20.00000682,456.0569458
20.00000639,466.055603
20.00000595,476.0541992
20.00000551,486.0528564
20.00000508,496.0515137
20.00000464,506.0501404
20.0000042,516.0487671
20.00000376,526.0474243
20.00000333,536.0460205
20.00000289,546.0446777
20.00000245,556.043335
20.00000202,566.0419922
20.00000158,576.0406494
20.00000114,586.0392456
20.0000007,596.0379028
20.00000027,606.036499
23.88119507,612.1539917
33.87982178,612.1539917
43.87844849,612.1539917
53.87710571,612.1539917
63.87573242,612.1539917
73.87438965,612.1539917
83.87301636,612.1539917
93.87164307,612.1539917
103.8703003,612.1539917
113.868927,612.1539917
123.8675842,612.1539917
133.8662109,612.1539917
143.8648682,612.1539917
153.8634949,612.1539917
163.8621216,612.1539917
173.8607788,612.1539917
183.8594055,612.1539917
193.8580627,612.1539917
203.8566895,612.1539917
213.8553162,612.1539917
223.8539734,612.1539917
233.8526001,612.1539917
243.8512573,612.1539917
253.8499146,612.1539917
263.8485107,612.1539917
273.847168,612.1539917
283.8458252,612.1539917
293.8444214,612.1539917
303.8430786,612.1539917
313.8417358,612.1539917
323.8403931,612.1539917
333.8389893,612.1539917
343.8376465,612.1539917
353.8363037,612.1539917
363.8348999,612.1539917
373.8335571,612.1539917
383.8322144,612.1539917
393.8308105,612.1539917
403.8294678,612.1539917
413.828125,612.1539917
423.8267822,612.1539917
433.8253784,612.1539917
443.8240356,612.1539917
453.8226929,612.1539917
463.8212891,612.1539917
473.8199463,612.1539917
483.8186035,612.1539917
493.8172607,612.1539917
503.8158569,612.1539917
513.8145142,612.1539917
523.8131714,612.1539917
533.8117676,612.1539917
543.8104248,612.1539917
553.809082,612.1539917
563.8077393,612.1539917
573.8063354,612.1539917
583.8049927,612.1539917
593.8036499,612.1539917
603.8022461,612.1539917
613.8009033,612.1539917
623.7995605,612.1539917
633.7982178,612.1539917
643.796814,612.1539917
653.7954712,612.1539917
663.7941284,612.1539917
673.7927246,612.1539917
683.7913818,612.1539917
693.7900391,612.1539917
703.7886353,612.1539917
713.7872925,612.1539917
723.7859497,612.1539917
733.7846069,612.1539917
743.7832031,612.1539917
753.7818604,612.1539917
763.7805176,612.1539917
773.7791748,612.1539917
783.777832,612.1539917
793.7763672,612.1539917
803.7750244,612.1539917
813.7736816,612.1539917
820,608.3816528
820,598.3829956
820,588.3843384
820,578.3856812
820,568.387146
820,558.3884888
820,548.3898315
820,538.3911743
820,528.3925171
820,518.3938599
820,508.3952026
820,498.3966675
820,488.3980103
820,478.399353
820,468.4006958
820,458.4020386
820,448.4033813
820,438.4047241
820,428.406189
820,418.4075317
820,408.4088745
820,398.4102173
820,388.4115601
820,378.4129028
820,368.4143677
820,358.4157104
820,348.4170532
820,338.418396
820,328.4197388
820,318.4210815
820,308.4223633
820,298.4238281
820,288.4251709
820,278.4265137
820,268.4278564
820,258.4291992
820,248.430542
820,238.4318848
820,228.4333496
820,218.4346924
820,208.4360352
820,198.4373779
820,188.4387207
820,178.4400635
820,168.4414063
820,158.4428711
820,148.4442139
820,138.4455566
820,128.4468994
820,118.4482422
820,108.449585
820,98.45092773
820,88.45239258
820,78.45373535
820,68.45507813
820,58.4564209
820,48.45776367
820,38.45910645
820,28.46044922
818.4619141,19.99993983
808.4632568,19.99994134
798.4645996,19.99994285
788.4659424,19.99994436
778.4672852,19.99994587
768.4686279,19.99994738
758.4699707,19.99994889
748.4714355,19.9999504
738.4727783,19.99995191
728.4741211,19.99995342
718.4754639,19.99995493
708.4768066,19.99995644
698.4781494,19.99995795
688.4794922,19.99995946
678.480957,19.99996097
668.4822998,19.99996248
658.4836426,19.99996399
648.4849854,19.9999655
638.4863281,19.99996701
628.4876709,19.99996852
618.4891357,19.99997003
608.4904785,19.99997154
598.4918213,19.99997305
588.4931641,19.99997456
578.4945068,19.99997607
568.4958496,19.99997758
558.4971924,19.99997909
548.4986572,19.9999806
538.5,19.99998211
528.5013428,19.99998362
518.5026855,19.99998513
508.5040283,19.99998664
498.5053711,19.99998815
488.5067139,19.99998966
478.5081787,19.99999117
468.5095215,19.99999268
458.5107422,19.99999419
448.512207,19.99999569
438.5136719,19.9999972
428.5148926,19.99999871
418.5163574,19.99993983
408.5175781,19.99994134
398.519043,19.99994285
388.5202637,19.99994435
378.5217285,19.99994586
368.5231934,19.99994737
358.5244141,19.99994888
348.5258789,19.99995039
338.5270996,19.9999519
328.5285645,19.99995341
318.5297852,19.99995492
308.53125,19.99995643
298.5327148,19.99995794
288.5339355,19.99995945
278.5354004,19.99996096
268.5366211,19.99996247
258.5380859,19.99996398
248.5393066,19.99996549
238.5407715,19.999967
228.5422363,19.99996851
218.543457,19.99997002
208.5449219,19.99997153
198.5461426,19.99997304
188.5476074,19.99997455
178.5488281,19.99997606
168.550293,19.99997757
158.5517578,19.99997908
148.5529785,19.99998059
138.5544434,19.9999821
128.5556641,19.99998361
118.5571289,19.99998512
108.5583496,19.99998663
98.55981445,19.99998814
88.5612793,19.99998965
78.5625,19.99999116
68.56396484,19.99999267
58.56518555,19.99999418
48.56665039,19.99999569
38.56787109,19.9999972
28.56933594,19.99999871
20.00001288,21.42926025
20.00001244,31.42803955
20.00001201,41.42657471
20.00001157,51.425354
20.00001113,61.42388916
20.00001069,71.42266846
20.00001026,81.42120361
20.00000982,91.41973877
20.00000938,101.4185181
20.00000895,111.4170532
20.00000851,121.4158325
20.00000807,131.4143677
20.00000763,141.413147
20.0000072,151.4116821
20.00000676,161.4102173
20.00000632,171.4089966
20.00000589,181.4075317
20.00000545,191.406311
20.00000501,201.4048462
20.00000458,211.4033813
20.00000414,221.4021606
20.0000037,231.4006958
20.00000326,241.3994751
20.00000283,251.3980103
20.00000239,261.3967896
20.00000195,271.3953247
20.00000152,281.3938599
20.00000108,291.3926392
20.00000064,301.3911743
20.0000002,311.3899536
426.3233643,88.54286194
427.1537781,98.23155212
427.2077332,108.2299423
427.2617188,118.2283325
427.3151245,128.2268753
427.3684387,138.2252655
427.4217529,148.2239075
422.5056458,156.2931671
412.7356262,156.5435333
406.8226318,149.7423553
406.3302612,139.760437
406.2548218,129.7618408
406.2125244,119.7635803
406.1609497,109.7650528
406.1092529,99.76665497
406.0575562,89.76800537
412.2989807,83.24422073
422.1889038,82.90475845
560.2470703,123.7867584
560.0615234,133.1035461
555.1516724,141.6710052
549.8356934,149.2328949
545.6742554,158.0374451
540.2905884,166.2582245
535.8601074,175.0831909
529.8528137,182.7540894
523.4711609,187.7047424
516.013092,184.083725
511.9287109,175.4546509
515.239563,166.2351074
520.2233887,157.8734436
524.8093262,149.7736359
529.9754944,141.3059082
534.772522,132.7702255
540.0910645,124.4909668
547.1950684,117.9602432
289.2940063,119.2133102
295.6262207,126.7428818
300.3917542,135.494606
305.7335815,143.8223267
310.1455383,152.7119904
315.5206299,160.7598724
320.3413391,169.3775177
321.4934692,178.7841339
314.572113,184.9376678
306.2708435,184.6778564
300.7456055,178.5913696
295.7774048,170.2770691
290.9298706,161.6343689
286.0975952,153.256073
281.2323914,144.8622208
276.1032104,136.5556564
272.4824219,127.7997589
277.4260559,119.3197632
430.9890747,190.6085815
440.838562,191.8624268
450.550415,193.6349182
460.3697815,195.2825012
469.8086243,198.2941742
478.6331177,201.2706451
487.6326904,205.2580566
496.2713013,209.8553314
504.607666,214.4215088
512.921051,219.6031799
520.3678284,225.682312
527.9724731,231.5287628
535.5725098,236.3443604
539.3948364,238.64151
541.0731812,245.633255
548.0980225,252.1266327
553.550293,259.5327454
559.5286255,267.4082489
567.6340332,272.2580414
576.97229,275.2946014
586.1670532,279.0503235
594.453186,283.6607361
602.9860229,287.9983826
611.0031738,293.7155762
619.0949097,299.3005371
625.9881592,306.3071899
632.8261719,313.1237793
639.6073608,320.4705505
644.7827148,328.8771973
648.878479,337.2313538
653.4054565,345.4901733
657.324585,354.6068726
660.2277222,364.1245728
662.6397705,373.8198242
664.2493896,383.6502991
664.6516113,393.6401672
664.7160034,403.6381836
664.4481812,413.6324768
662.8413696,423.4360046
660.4836426,433.1413574
658.161377,442.5890503
654.7221069,451.8810425
650.5081787,460.0956116
645.2285156,467.8942871
639.7867432,475.8796997
633.706604,483.6592102
627.1566162,491.1689148
619.7469482,497.7921448
612.1328735,503.9054565
604.3740845,509.8814087
595.5146484,514.2901917
586.6450195,518.6015015
577.416687,522.2664795
567.9483032,525.4556274
558.1384888,527.295166
548.281189,528.8247375
538.2857666,529.0592346
528.2872009,529.1378174
518.2887573,529.1566772
508.2902832,529.1424255
498.2915344,529.1064758
488.2932434,529.0543518
478.2946777,528.9887695
468.2964478,528.9158936
458.2979736,528.8368835
448.2997437,528.7483826
438.3016663,528.657074
428.3033752,528.5603333
418.3052673,528.460144
408.3070068,528.3567505
398.3090515,528.2502441
388.3108521,528.1412354
378.3127747,528.0335388
368.3148499,527.9308472
358.3166199,527.8361816
348.318512,527.7487793
338.3200684,527.6687317
328.3216553,527.5973206
318.3231812,527.535614
308.3247681,527.4897461
298.3265991,527.4653015
288.328186,527.4206543
278.3294373,527.3187256
268.3336182,527.1036072
258.3500824,526.574585
248.7824554,524.0307007
239.3313446,521.1742554
230.2189941,517.2188416
221.524704,512.828064
213.4850159,507.00354
205.9172974,500.8297424
199.0372772,494.1688538
192.7821655,486.9485779
187.1361237,478.8038635
182.2190399,470.460083
178.3196564,461.4884338
175.0630493,452.2183228
172.2765961,442.716095
170.2411957,432.944397
169.6485901,422.9664612
169.6415863,412.9690247
170.3174744,402.9981384
172.4691162,393.2871094
175.4383087,383.9383545
178.942276,374.8179626
182.901062,365.8244019
188.1776123,357.8267822
193.6591949,349.6108398
200.5825958,342.4104919
207.6670837,335.3553467
215.4197235,329.1483154
223.5679626,323.7388
232.3764801,319.3439331
241.5187683,315.5581055
251.0826263,312.8049011
256.700943,305.1753235
260.0699768,295.8836365
264.5487671,287.0187988
268.6505585,278.3186646
273.6272888,269.75177
278.9750061,261.6505585
281.8178101,255.457962
288.3244324,249.9487457
294.7585144,242.3031464
302.0216675,235.4364929
309.6889038,229.5458374
316.6505432,223.0409088
324.7356873,217.3791199
333.0130615,211.9703369
341.5153503,207.6095734
350.7195435,203.8409271
359.9483032,200.7154694
369.0076599,197.0500488
378.5978088,194.487381
388.3047485,192.2194519
398.2878723,191.6952515
408.0444946,189.9065857
418.0316772,189.5101471
428.0169678,189.9342194
390.9020996,215.1166992
381.1019897,216.6983643
371.8582458,219.98526
362.5076294,223.1220551
353.5360107,226.7096863
345.0508423,231.8878021
336.8910828,237.2882233
328.3773193,242.4130554
320.9126587,248.5717316
313.9227295,254.8629456
306.8036499,261.4425507
301.1560059,269.5453796
295.5116882,277.4830933
290.0101318,285.5782166
285.6141968,294.40448
280.9825439,302.9542847
277.5012207,312.1104126
274.5466919,321.5728149
272.0487518,330.8738708
262.381546,332.7939453
252.8160248,334.9130249
243.8130646,338.0106506
235.3265076,342.735199
227.0843506,348.0463257
220.2762756,354.9463196
212.8959961,361.4585876
206.849472,369.0388794
201.0917053,376.9548035
197.5429077,386.2124634
194.3332825,395.4977417
191.677887,405.0414429
191.0063629,414.9937744
190.900589,424.9920654
193.0484772,434.2449646
194.3780518,443.9493713
198.026886,453.1880493
202.9893646,461.1763611
206.82547,469.7637024
214.0306854,476.3841248
219.6841888,482.9937744
227.5561981,488.9890747
235.157074,495.0276794
244.1659088,499.0531311
253.3305969,502.5302734
262.6872253,505.8346252
272.6857147,505.8652039
282.6846924,505.8957825
292.6831665,505.9263611
302.6816711,505.9569092
312.6801453,505.9874878
322.6790466,506.0176697
332.6775513,506.0384216
342.6762085,506.0459595
352.6748962,506.0493774
362.6734314,506.0426331
372.6720886,506.0336304
382.6705933,506.0181885
392.6694946,506.0002747
402.6679993,505.9771118
412.6664734,505.9515991
422.6654358,505.920929
432.6637573,505.8879089
442.6622314,505.8492432
452.6604614,505.8083801
462.6592407,505.7610168
472.6580811,505.7090149
482.6564941,505.655365
492.6548767,505.6017456
502.6532593,505.5480957
512.6521606,505.4944458
522.6505432,505.4407959
532.6489258,505.387146
542.6473389,505.3335266
552.6456909,505.2798767
561.6396484,502.019043
570.7362671,499.0680542
579.9656982,495.7283325
588.980835,491.9203796
596.602356,486.1959229
603.9788818,479.986084
610.8468018,473.3547974
617.7541504,466.1272278
623.7002563,458.7572327
628.1812744,449.8287659
633.1952515,441.2915039
636.5141602,432.0459595
638.9335938,422.3544922
640.298584,412.4544373
641.5455933,402.5353394
640.9664917,392.5656433
639.9418945,382.6201782
638.3347168,372.774292
635.4403076,363.2308044
632.1137695,353.973999
627.0297241,345.7070618
621.0981445,338.0763855
616.4575195,329.4017944
610.1576538,323.2296753
604.0863647,316.6136475
595.4855957,311.8357239
587.7758179,306.2286682
578.9620361,301.8379822
569.8501587,298.0863953
560.4832153,295.973877
551.3540649,293.3398743
544.0169678,287.3858032
540.4320679,280.3936768
534.440979,273.1082458
528.3660583,265.8496399
521.7679138,258.4768524
514.8860168,251.4237671
507.6522217,245.4792633
500.3857727,239.1614838
492.5821838,233.4886932
486.0429382,231.5516968
478.3374329,226.0995026
468.9334106,222.8775177
459.5367126,219.533432
450.215271,216.5898132
440.7677002,213.9306641
430.7912598,213.6117401
420.7930908,213.4775391
410.795105,213.3670959
400.7968445,213.3707886
197.2206879,219.5583344
205.859024,224.2898407
214.4862366,229.263031
223.1226654,234.1115417
231.3742371,239.2989807
240.2226105,243.0885468
245.1266632,251.5374908
241.9180908,260.7671814
232.8877716,263.8021545
223.8559418,259.7069702
215.2771912,254.8729401
206.7537537,249.9261627
198.3092346,245.2124939
189.4249878,241.8174133
185.1964569,237.7384644
177.3079376,231.6941986
176.0617523,222.1637268
182.6150513,215.3456421
651.2852783,215.7622833
657.4754028,223.1065063
655.2218018,232.1093597
647.7099609,238.4121552
638.9569702,242.8068542
630.7929688,247.9131317
622.1049194,252.4323273
613.762146,257.6358337
605.0463257,262.2036438
595.5731812,263.4371643
588.4146729,256.6780701
590.6898804,247.052063
598.4685669,241.5370178
607.0163574,236.6590424
615.0560913,231.0679016
624.0214844,226.8184052
632.5211182,221.5982056
640.8944702,216.3751678
412.6459961,82.81999969
406.0545349,89.18494415
406.1062622,99.18933105
406.1579895,109.1937103
406.2097168,119.1980972
406.252594,129.2025223
406.3218994,139.206749
406.7586365,149.1983795
412.2086182,156.4182587
422.0117798,156.5011902
427.4245911,148.7538605
427.3712463,138.7494965
427.3179016,128.7451172
427.2644653,118.7407455
427.2104797,108.7363739
427.1564941,98.73200226
426.6620789,88.90341949
419.6957092,82.71995544
423.6354675,86.98419952
425.9004517,96.51003265
425.9760132,106.514267
426.0515747,116.5184937
426.1271057,126.5227203
426.2026672,136.5269547
426.2782288,146.531189
421.3134766,154.8756714
411.4441223,154.4660339
407.8178711,145.763443
407.4777222,135.7649078
407.2684631,125.7626114
407.1362305,115.7589722
407.0785522,105.7546616
407.1272583,95.75037384
409.6330261,86.37779999
418.5970154,83.71118927
541.9768677,121.332016
537.015564,129.8769531
531.6022949,138.1697388
526.692627,146.6757126
521.5549927,154.492157
517.2066345,163.3762665
512.3859253,171.8320618
513.4850159,181.460144
522.290863,184.6866913
527.3362732,184.7434845
533.6455688,177.9510498
538.5974731,169.4650269
543.3644409,160.7653198
548.9105835,152.6659088
553.0148315,144.4634628
558.3920288,136.2564545
561.5164795,127.1441956
556.0424194,119.0489883
278.7177734,118.3879013
272.939209,126.2622833
275.3133087,135.1862793
280.6290588,143.4161453
285.1252136,152.0278473
290.5213318,160.1277008
294.9486694,168.9580841
300.1040649,177.1804199
304.7277527,184.7894592
313.2832336,185.7667999
320.9432373,180.2165833
321.3228455,170.5435944
316.1179199,162.1596375
311.2646484,153.7231445
306.2214661,145.2428665
301.4142761,136.5887299
296.4932251,127.9673462
290.5882263,120.0491562
281.0411682,117.8935318
294.1321411,128.1094894
299.5398254,136.5202103
304.5072937,145.2041092
309.4166565,153.9211884
314.625946,162.4214935
319.490509,171.1610107
319.5229187,180.7756805
310.6169434,183.9341888
302.8892212,179.0126495
297.7428894,170.5062408
292.726593,161.8573761
287.8862305,153.1253052
282.4311829,144.9068832
277.6231689,136.1347046
274.7960205,126.7661209
280.7366333,119.3705826
555.7603149,120.833313
559.2501221,129.740509
554.8228149,138.5349731
549.6855469,147.0757904
545.0250244,155.9209137
539.7426758,164.281601
534.940979,173.0267639
529.6429138,181.3021851
520.3754272,184.0934143
513.6858826,177.4620972
516.1418762,167.9755249
521.2355347,159.3664093
526.1138611,150.6332092
531.2217407,142.0308914
536.4755249,133.5185547
541.18573,124.8409882
548.9439697,119.4028397
405.6585693,190.1669922
395.8909607,191.8128662
385.9240112,192.5608826
376.2057495,194.7967529
366.7429199,197.889389
357.5884705,201.2348022
348.4035645,204.5532532
339.1251526,207.9846802
331.0398865,213.4046631
322.4557495,218.2600708
314.6377563,224.3930206
307.4970093,230.4986877
300.2237244,237.1221466
293.0928345,244.1269073
287.1600037,252.1011505
280.3023682,255.6602478
278.1490784,263.9595947
272.1996307,271.7846375
268.0296021,280.7364502
263.1946869,289.1208496
259.1468658,298.2175903
255.9674683,307.5836792
248.6162415,313.3206787
239.1546783,316.456604
229.9466858,320.0509644
221.3672333,325.0089417
213.5435791,330.8232117
205.8423767,337.1418457
198.7738953,344.2218933
192.0604553,351.6177063
186.4776001,359.7480774
182.1243439,368.276001
177.8498535,377.1425476
174.5773773,386.3683777
172.1787872,395.8654175
170.0216217,405.5817261
169.596283,415.5748596
169.7328491,425.5773926
170.6134644,435.5356445
172.6808319,445.309021
175.6343231,454.7831726
179.2056885,463.9606934
183.1570587,472.9153442
188.7421875,480.8260498
194.6694641,488.5280151
201.1785126,495.6268005
207.8762512,502.4233398
215.5361938,508.7164307
224.0020142,513.8324585
232.6981049,518.2314148
241.7089844,522.4118958
251.3624878,524.7880859
261.043457,526.7790222
271.0393829,527.1792603
281.0422668,527.3540955
291.0464172,527.4373474
301.0508423,527.4714661
311.0553284,527.5006714
321.0596924,527.5523376
331.0640259,527.6168823
341.0682068,527.6907349
351.0724182,527.7722473
361.0765991,527.8609009
371.0806274,527.9575806
381.0845947,528.0629272
391.0885315,528.1715088
401.0924377,528.2805786
411.0963745,528.3855896
421.1003418,528.4890747
431.1044617,528.5874329
441.1085205,528.6842346
451.1125793,528.7733459
461.1166992,528.8591614
471.1209106,528.9382019
481.1251831,529.007782
491.1295166,529.0703125
501.1339417,529.1182861
511.1383667,529.149231
521.1428833,529.1552429
531.1473083,529.1230164
541.1511841,529.0169983
551.1472778,528.6481934
560.9897461,526.9090271
570.6521606,524.4560852
580.0639648,521.1311646
589.2904663,517.4362183
598.2800293,513.4217529
606.7259521,508.1897583
613.9249878,501.6496887
622.1268921,496.1499329
629.1414185,489.0213318
635.7736816,481.5826721
641.7574463,473.8390503
646.6948853,465.5585938
651.7115479,457.4538269
655.5119019,449.0705872
658.3257446,439.6360779
661.2857056,430.2889404
663.7796021,420.6221313
664.5737915,410.6570129
664.7271118,400.6543579
664.5734863,390.6512146
664.0162964,380.6640015
661.8868408,370.9146118
658.9907227,361.3903503
656.0692749,351.8937988
651.8508911,343.0251465
648.392334,334.2473145
642.9158936,326.4970093
637.5579224,318.230011
631.0289917,310.7721252
624.1850586,304.018158
616.6158447,297.5870056
608.9307251,291.4846497
600.2219238,286.9003601
592.4302979,281.5294495
583.2666626,278.0385132
573.9197998,274.8658905
564.5736694,271.9128571
557.617981,264.9726715
551.8192749,257.0873718
546.0107422,250.345993
539.6138916,243.2579346
536.9683838,240.2138062
532.9984131,236.1788635
525.1956787,230.1667633
518.0687256,223.6624298
510.4360352,217.6930695
502.0202026,212.7868347
493.7540283,207.9914551
484.6404724,204.2803345
475.469696,201.1727142
466.6983337,197.7509766
457.2145081,194.9148712
447.6234741,192.4275665
437.651886,191.7268372
427.8896179,189.9128265
417.8969421,189.5349731
437.1913757,192.6919708
447.0252075,194.3432617
456.8343506,196.2803955
466.4784851,198.9021454
475.8477783,202.253006
485.1791687,205.8228455
493.9547424,210.4184418
502.7165222,215.0858459
511.2139587,220.361496
519.2296143,226.3379974
526.8185425,232.8559723
534.1411133,239.6716309
540.9133301,246.8745575
547.3286133,254.4866333
553.7098389,262.1849518
559.2766724,270.3214111
568.0656738,274.8011322
577.5709839,277.841156
586.8292847,281.4645081
595.6772461,285.8992004
604.3183594,290.9087524
612.4909058,296.5114136
620.1728516,302.8923645
627.3093872,309.9031677
634.1803589,317.1725769
640.2462158,325.0804138
645.7130737,333.4489746
650.4229736,342.1837769
654.3532715,351.289856
657.4957275,360.7579041
660.25177,370.3578186
662.2796021,380.1260071
663.2981567,390.0678711
663.4957275,400.0694275
663.1844482,410.0674744
661.6999512,419.9407654
659.9588013,429.7870483
657.1366577,439.3320313
653.9555054,448.7764587
649.5085449,457.7088623
644.5070801,466.3693848
639.0478516,474.7531738
632.7232056,482.477478
625.8103638,489.7096863
618.6380005,496.6767883
610.793396,502.8763428
602.6734619,508.7162476
593.965271,513.6106567
584.8312988,517.5059814
575.5175781,520.9701538
565.9798584,523.8415833
556.3900146,526.5881653
546.3856201,526.5924988
536.3809814,526.5968323
526.3765869,526.6011658
516.3719482,526.6054993
506.3675537,526.6098328
496.362915,526.6141663
486.3585205,526.6184998
476.3538818,526.6228333
466.3494873,526.6271667
456.3447876,526.6295471
446.3403931,526.6315002
436.3358765,526.6324463
426.3314819,526.6293335
416.3268433,526.6261902
406.3224487,526.6183472
396.3178101,526.6091309
386.3132935,526.5958862
376.3086853,526.5793762
366.3044128,526.5582581
356.2998047,526.5328369
346.2954102,526.5021667
336.290863,526.4639282
326.286499,526.4161682
316.282135,526.3581848
306.2780457,526.2864075
296.2737732,526.196228
286.2699585,526.0779724
276.2668152,525.914856
266.2656403,525.6587524
256.4034119,524.4894104
246.6577148,522.2651062
237.2730713,518.83255
228.3132477,514.384491
219.64151,509.4565735
211.5503998,503.6200562
204.2671967,496.769165
197.3455048,489.5469055
191.1947632,481.7325745
185.6891022,473.3797913
181.3459473,464.4226379
